DATE,FPCPITOTLZGUSA
1/1/2001,2.826171119
1/1/2002,1.586031627
1/1/2003,2.270094973
1/1/2004,2.677236693
1/1/2005,3.392746845
1/1/2006,3.225944101
1/1/2007,2.852672482
1/1/2008,3.839100297
1/1/2009,-0.355546266
1/1/2010,1.640043442
1/1/2011,3.156841569
1/1/2012,2.069337265
1/1/2013,1.464832656
1/1/2014,1.622222977
1/1/2015,0.118627136
1/1/2016,1.261583206
1/1/2017,2.130110004
1/1/2018,2.442583297
1/1/2019,1.812210075
1/1/2020,1.233584396
1/1/2021,4.697858864
